rating;text
1;made review none made golden memori cd box set thought would write review anyway would given five star tune twelv cd cd includ hit year one thousand nine hundr forti eight one thousand nine hundr fifti six select excel peak one billboard one hundr top pop singl chart except babi cold outsid peak three track list includ peak hit posit year indic parenthes one high moon le paul mari ford one one thousand nine hundr fifti one two wheel fortun kay starr one one thousand nine hundr fifti two three careless hand mel tore one one thousand nine hundr forti nine four banana egg lee one one thousand nine hundr forti eight five memori made dean martin one one thousand nine hundr fifti six six babi cold outsid johnni mercer margaret white three one thousand nine hundr forti nine seven dream pie paper one one thousand nine hundr forti five eight doctor lawyer indian chief betti button one one thousand nine hundr forti six nine sincer acquir sister one one thousand nine hundr fifti five ten rum coca cola andrew sister one one thousand nine hundr forti five eleven mona lisa nat king cole one one thousand nine hundr fifti twelv heart al martin one one thousand nine hundr fifti two six page liner note includ discographi give inform tune
1;good deal
1;handi print imag small light plu
1;love made live album fabul
0;one half album einstein album origin half brubeck einstein disappoint say least save cash album might think
1;awesom album year two thousand love
0;specifi cd
0;list song singer would nice lot music want duplic
0;string ussr symphoni sometim refer ussr state academ symphoni orchestra probabl similar qualiti great european orchestra grass emphat multipl inton problem stuf note open final movement particularli sound qualiti ok though spot glare often present earli digit record recal whether label said add digit particular cd listen caravan vienna record symphoni believ find superior one everi respect
1;cours anyon fan tico block b must get album everi track amaz especi anti featur g soul bermuda triangl featur dean crush come poster post card plea
1;cd yet anoth great archiv releas featur huge thompson era outlaw one featur demo thirteen song becam unjustli align one thousand nine hundr seventi nine album eye storm demo bit racer album end post henri paul era band listen harder southern band molli hatchet blackout ad harder edg sound style cd must seriou rock roll
1;meditationtwogo guid audio medit cd great relax help go sleep highli recommend
1;jag littl pill fifti three minut thirti seven second releas june thirteen one thousand nine hundr nineti five jag littl pill reach one u billboard two hundr album chart spend seven non consecut week one sinc gone sixteen platinum plan morissett sever award cassett american music award one thousand nine hundr nineti seven favorit pop rock album grammi award one thousand nine hundr nineti six ought know song year jag littl pill album year best rock album plan morissett best new artist six song chart cassett music altern rock post grung style plan morissett first unit state album third overal music quit good glad bought cassett give jag littl pill aaa side overal realli want sixti five u billboard hot one hundr airplay fourteen u billboard modern rock tracksyou ought know thirteen u billboard hot one hundr airplay one u billboard modern rock track five week one three u billboard mainstream rock track seven u billboard top forti mainstream chart thirti u billboard adult contemporari two u cash box magazin top singlesperfecthand pocket fifteen u billboard hot one hundr airplay twenti five u billboard adult top forti eight u billboard mainstream rock track one u billboard modern rock track four u billboard top forti mainstream chart two u billboard arc weekli top fortnight youforgivensid twoyou learn six u billboard hot one hundr one u billboard hot one hundr airplay five week one seven u billboard modern rock track twenti three u billboard adult contemporari forti u billboard mainstream rock track one u billboard top forti mainstream chart seven week one three u billboard adult top forti one u billboard top forti adult recurr one u billboard arc weekli top forti two week one two u cash box magazin top singleshead foot three u billboard hot one hundr airplay twenti seven u billboard adult contemporari one u billboard adult top forti one u billboard top forti adult recurr one u billboard top forti mainstream three week one one u billboard arc weekli top fortymari janeiron four u billboard hot one hundr one u billboard modern rock track three week one eighteen u billboard mainstream rock track twenti five u billboard adult contemporari one u billboard top forti mainstream chart seven week one five u billboard adult top forti eleven u billboard rhythmic top forti one u billboard top forti adult recurr one u billboard arc weekli top forti three u cash box magazin top singlesnot doctor
